MelingoId,Pos,Entry,TranslationFull,TranslationFlash,CorrectAns,CorrectAns2,CorrectAns3,Distractor1,Distractor2,Distractor3,DistractorEN1,DistractorEN2,DistractorEN3,UsageNote,Succeed,Failed,PronunciationFile,ImageFile,ManualEdit,LastUpadte,UsageNodeType,,,,,,,,,,,,
10232,10,boldly,audazmente; claramente, nítidamente, visiblemente,,audazmente,,,aalaavez,allende,antaño,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,
10233,1,boldness,valor, coraje; atrevimiento, insolencia, descaro; audacia,,valor,,,valoración,velorio,valencia,,,,,,,,,,,3,,,,,,,,,
10236,1,bolero,bolero,,bolero,,,balero,bolera,boleto,,,,,,,1,,,,3,,,,,,,,,,,,
10240,1,Bolivia,Bolivia,,Bolivia,,,boliviano,boliche,bolígrafo,,,,,,,1,,,,3,,,,,,,,,,,,
10242,1,boll,cápsula (del algodón),,cápsula,,,cónsul,cárcel,cártel,,,,,,,1,,,,3,,,,,,,,,,,,
10243,0,boll weevil,picudo del algodonero~ picudo del algodonero, coleóptero cuyas larvas predan cultivos de algodón,,gorgojo del algodón,,,giro postal,contraorden,gargantilla,,,,,,,,,,,3,,,,,,,,,,,
10250,1,bologna,salchicha ahumada,,salchicha ahumada,,,salchicha,sandwich,salario,,,,,,,1,,,,3,,,,,,,,,,,,
10257,1,bolster,cabezal, almohadón,,cabezal,,,cabeza,cabezada,cabezazo,,,,,,,1,,,,3,,,,,,,,,,,
10259,1,bolt,pestillo, cerrojo; tornillo, perno; rollo,,pestillo,,,pastel,peste,perfil,,,,,,,1,,,,3,,,,,,,,,,
10269,1,bolus,bolo,,bolo,,,bolos,bolso,bollo,,,,,,,1,,,,3,,,,,,,,,,,,
10270,1,bomb,bomba,,bomba,,,bombo,bombón,borda,,,,,,,1,,,,3,,,,,,,,,,,,
10278,8,bombard,bombardear,,bombardear,,,borrarse,combarse,tumbarse,,,,,,,1,,,,3,,,,,,,,,,,,
10279,1,bombardier,bombardero, -ra,,bombardero,,,bombardeo,bombachos,barbarie,,,,,,,1,,,,3,,,,,,,,,,,
10281,1,bombardment,bombardeo,,bombardeo,,,bombardero,bombachos,bolígrafo,,,,,,,,,,,3,,,,,,,,,,,,
10284,1,bombast,grandilocuencia, ampulosidad,,grandilocuencia,,,grandeza,granjero,graznido,,,,,,,1,,,,3,,,,,,,,,,,
10285,6,bombastic,grandilocuente, ampuloso, bombástico,,grandilocuente,,,grandioso,gratuito,transitable,,,,,,,1,,,,3,,,,,,,,,,
10287,1,Bombay,Bombay,,Bombay,,,bomba,bombero,bombilla,,,,,,,1,,,,3,,,,,,,,,,,,
10292,1,bomber,bombardero,,bombardero,,,bomba,lombardo,barbarie,,,,,,,1,,,,3,,,,,,,,,,,,
10296,1,bombing,bombardeo,,bombardeo,,,bomba,lombardo,barbarie,,,,,,,,,,,3,,,,,,,,,,,,
10298,6,bombproof,a prueba de bombas,,a prueba de bombas,,,aborrecible,apabullante,aconsejable,,,,,,,1,,,,3,,,,,,,,,,,,
10299,1,bombshell,bomba,,bomba,,,bombachos,bombardeo,bombardero,,,,,,,1,,,,3,,,,,,,,,,,,
10303,0,bon mot,comentario agudo, comentario astuto,,comentario astuto,,,buena salud,golpe de gracia,broma chistosa,,,,,,,,,,52:53.8,0,,,,,,,,,,,
10307,6,bona fide,de buena fe; genuino, auténtico,,de buena fe,,,buen fin,muy fiel,buenos fideos,,,,,,,1,,,17:22.0,3,,,,,,,,,,,
10309,1,bona fides,buena fe,,buena fe,,,buen dinero,buena suerte,buen día,,,,,,,,,,10:36.3,0,,,,,,,,,,,,
10312,1,bonanza,bonanza,,bonanza,,,balanza,banana,bananero,,,,,,,1,,,,3,,,,,,,,,,,,
10313,1,Bonaparte,Bonaparte,,Bonaparte,,,bocacalle,bocajarro,bocaaarriba,,,,,,,/b/bixbon01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
10315,1,bonbon,bombón,,bombón,,,bomba,bombero,bombilla,,,,,,,1,,,,3,,,,,,,,,,,,
10317,1,bond,vínculo, lazo; fianza, caución; bono,,vínculo,,,odio,valor,miedo,,,,,,,1,,,32:17.1,3,,,,,,,,,,
10320,1,bondage,esclavitud,,esclavitud,,,esclavo,escondite,esclusa,,,,,,,1,,,,3,,,,,,,,,,,,
10325,1,bondholder,tenedor, -dora de bonos,,tenedor,,,mecedora,telenovela,teledifusión,,,,,,,1,,,,3,,,,,,,,,,,
10329,1,bondsman,esclavo; fiador, -dora,,esclavo,,,esclavitud,esclerosis,esclusa,,,,,,,1,,,,3,,,,,,,,,,,
10332,1,bone,hueso,,hueso,,health,páncreas,tendón,cartílago,,,,,,,1,                              ,,47:07.6,3,,,,,,,,,,,,
10342,1,boner,metedura de pata, metida de pata,,metedura de pata,,,mecedor,matador,medidor,,,,,,,1,,,,3,,,,,,,,,,,
10346,1,bonfire,hoguera, fogata, fogón,,hoguera,,,higuera,hojuela,holgura,,,,,,,1,,,,3,,,,,,,,,,
10358,1,bonito,bonito,,bonito,,,benito,boceto,boleto,,,,,,,1,,,,3,,,,,,,,,,,,
10360,2,Bonn,Bonn,,Bonn,,,bondad,bono,bosnia,,,,,,,1,,,,3,,,,,,,,,,,,
10361,1,bonnet,sombrero (de mujer), gorra (de niño),,sombrero,,,sombra,hombrera,sembrado,,,,,,,1,,,,3,,,,,,,,,,,
10369,1,bonus,prima, bonificación (pagado al empleado); beneficio, provecho,,prima,,,primado,primate,primor,,,,,,,1,,,,3,,,,,,,,,,
10370,6,bony,huesudo,,huesudo,,,hueco,hindu,humedo,,,,,,,1,,,,3,,,,,,,,,,,,
10373,1,boo,abucheo,,abucheo,,,abuso,abecé,abad,,,,,,,1,,,,3,,,,,,,,,,,,
10376,1,boob,teta,,teta,,,pierna,cabeza,mano,,,,,,,                              ,                              ,,14:27.1,3,,,,,,,,,,,,
10380,1,booby,bobo, -ba; tonto, -ta,,bobo,,,bono,babor,babosa,,,,,,,1,,,,3,,,,,,,,,,
10382,1,booby trap,trampa cazabobos; bomba trampa,,trampa cazabobos,,,trámite legal,bienvenida,bien terrestral,,,,,,,,,,25:33.5,0,,,,,,,,,,,,
10396,1,book,libro,,libro,,at school,libreta,lápiz,bolígrafo,,,,,,,1,                              ,,22:32.4,3,,,,,,,,,,,,
10405,0,Book of Life,Libro de la vida,,Libro de la vida,,,libramiento,librecambio,claro de luna,,,,,,,,,,,3,,,,,,,,,,,,
10412,1,bookcase,estantería, librero,,estantería,,,estante,estandarte,estrategia,,,,,,,1,,,,3,,,,,,,,,,,
10413,1,bookend,sujetalibros,,sujetalibros,,,sujetador,sujeto,sujeción,,,,,,,1,,,,3,,,,,,,,,,,,
10414,1,booker,reservador,,reservador,,,reserva,reversa,reyerta,,,,,,,,,,,3,,,,,,,,,,,,
10417,1,bookie,corredor de apuestas,,corredor de apuestas,,,corredor,cobrador,corrido,,,,,,,1,,,,3,,,,,,,,,,,,
10418,1,booking,reserva; actuación/presentación programada,,reserva,,,resfriado,reversa,reyerta,,,,,,,1,,,,3,,,,,,,,,,,,
10419,6,bookish,libresco,,libresco,,,libre,liberado,lóbrego,,,,,,,1,,,,3,,,,,,,,,,,,
10422,1,bookkeeper,tenedor, -dora de libros; contable,,librero,,,filósofo,cantante,fontanero,,,,,,,1,,,32:18.4,3,,,,,,,,,,,
10423,1,bookkeeping,contabilidad, teneduría de libros,,contabilidad,,,culpabilidad,flotabilidad,credibilidad,,,,,,,,,,,3,,,,,,,,,,,
10425,1,booklet,folleto,,folleto,,,falsete,follaje,fomento,,,,,,,1,,,,3,,,,,,,,,,,,
10427,1,bookmaker,corredor, -dora de apuestas,,corredor,,,correduría,corrido,cortador,,,,,,,1,,,,3,,,,,,,,,,,
10429,1,bookmark,señalador de libros, marcador de libros,,marcador,,digital world,pestaña,ventana,historial,,,,,,,1,                              ,,30:43.2,3,,,,,,,,,,,
10433,1,bookseller,librero, -ra,,librero,,,librería,librecambio,libretista,,,,,,,1,,,,3,,,,,,,,,,,
10434,1,bookshelf,estante,,estante,,,estantería,estandarte,estanque,,,,,,,1,,,,3,,,,,,,,,,,,
10435,1,bookshop,librería,,librería,,,libro,escuela,iglesia,,,,,,,                              ,                              ,,37:47.6,3,,,,,,,,,,,,
10438,1,bookstore,librería,,librería,,,pescadería,guardería,biblioteca,,,,,,,1,,,25:34.1,3,,,,,,,,,,,,
10439,1,bookworm,ratón de biblioteca,,ratón de biblioteca,,,ratonera,retina,retirada,,,,,,,1,,,,3,,,,,,,,,,,,
10441,6,Boolean,(informática) booleano, lógico,,booleano,,,bogotano,burlesco,brillante,,,,,,,/GetSoundByMelingoID/10441,,,32:35.4,3,,,,,,,,,,,
10443,1,boom,bramido, estruendo; auge,,bramido,,,brazo,broma,brandy,,,,,,,1,,,,3,,,,,,,,,,,
10448,1,boomer,(argot) nacido durante la explosión de la natalidad de la posguerra,,nacido durante la posguerra,,,nacido durante la dictadura,nacido durante la paz,nacido durante la inquisición,,,,,,,,,,01:28.5,2,,,,,,,,,,,,
10449,1,boomerang,bumerán,,bumerán,,,biberón,baterista,becerro,,,,,,,1,,,,3,,,,,,,,,,,,
10453,6,boon,cercano, íntimo,,cercano,,,inteligente,dulce,raro,,,,,,,,,,14:37.6,0,,,,,,,,,,,
10455,0,boon companion,amigo, -ga del alma,,amigo,,,aviso de ocasión,alimentación,acaloramiento,,,,,,,,,,,3,,,,,,,,,,,
10456,0,boondocks,área rural remota, región alejada,,área rural remota,,,árbitro,cigarrera,fregadera,,,,,,,1,,,,3,,,,,,,,,,,
10460,1,boor,grosero, -ra,,grosero,,,grosor,géiser,géyser,,,,,,,1,,,,3,,,,,,,,,,,
10461,6,boorish,grosero,,grosero,,,educado,aburrido,distante,,,,,,,1,,,37:40.7,3,,,,,,,,,,,,
10464,1,boost,impulso, empujón; estímulo, aliento; aumento, incremento,,impulso,,,impreso,impasse,impacto,,,,,,,1,,,,3,,,,,,,,,
10466,1,booster,partidario, -ria,,partidario,,,partida,partido,partitura,,,,,,,1,,,,3,,,,,,,,,,,
10468,0,booster rocket,cohete propulsor,,cohete propulsor,,,col de Bruselas,caleidoscopio,comediógrafo,,,,,,,,,,,3,,,,,,,,,,,,
10471,1,boot,bota, botín; puntapié, patada,,bota,,,bolso,calcetín,sombrero,,,,,,,1,,,24:32.1,3,,,,,,,,,,
10479,1,bootee,botita, botín,,botita,,,botica,botana,botiquín,,,,,,,1,,,,3,,,,,,,,,,,
10480,1,booth,cabina (de teléfono, de votar), caseta (de información), barraca (a una feria),,cabina,,,cabida,cabezal,cabaña,,,,,,,1,,,,3,,,,,,,,,
10484,6,bootleg,de contrabando,,de contrabando,,,descortés,desbocado,descalzo,,,,,,,/b/bootle01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
10487,1,bootlegger,contrabandista del alcohol,,contrabandista del alcohol,,,contrabando,contrabajo,contramano,,,,,,,,,,,3,,,,,,,,,,,,
10488,6,bootless,improductivo, infructuoso, inútil, vano,,improductivo,,,imprudente,impropio,improviso,,,,,,,/b/bootle02.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,
10490,1,bootstrap,(figurado) empuje, arranque, impulso,,empuje,,,temporero,despeje,temperancia,,,,,,,/b/bootst01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,
10492,1,booty,botín,,botín,,,botón,botana,botones,,,,,,,1,,,,3,,,,,,,,,,,,
10493,1,booze,(informal) alcohol,,alcohol,,,alcoba,aerosol,alabeo,,,,,,,/GetSoundByMelingoID/10493,,,04:26.9,3,,,,,,,,,,,,
10500,1,bop,(ritmo musical) bebop; (argot) bailongo, bailoteo, baile; golpe,,golpe,,,salto,abrazo,bofetada,,,,,,,,,,37:55.6,2,,,,,,,,,,
10506,1,borage,borraja (tipo de planta),,borraja,,,barraca,borracho,borrador,,,,,,,1,,,,3,,,,,,,,,,,,
10509,1,borax,bórax,,bórax,,,baraja,baranda,barata,,,,,,,1,,,,3,,,,,,,,,,,,
10511,1,Bordeaux,Burdeos,,Burdeos,,,burdel,burguesía,bandera,,,,,,,1,,,,3,,,,,,,,,,,,
10514,1,border,borde, orilla; ribete; frontera,,borde,,,burdel,borda,bordado,,,,,,,1,,,,3,,,,,,,,,,,
10521,6,borderline,limítrofe; indefinido, incierto,,limítrofe,,,limitado,limpiador,litigioso,,,,,,,1,,,,3,,,,,,,,,,,
10524,1,bore,pesado, -da (persona aburrida); pesadez, lo aburrido; calibre,,pesado,,,pasado,pecado,pedazo,,,,,,,1,,,,3,,,,,,,,,,
10526,0,bore the pants off,(argot) muy aburrido,,(argot) muy aburrido,,,marmota de América,gastos generales,darle un codazo a,,,,,,,,,,,3,,,,,,,,,,,,
10527,6,boreal,boreal,,boreal,,,borracho,brutal,bárbaro,,,,,,,1,,,,3,,,,,,,,,,,,
10529,6,bored,aburrido,,aburrido,,,lento,atrasado,interesante,,,,,,,,,,08:04.0,3,,,,,,,,,,,,
10530,6,bored out of one's skull,(figurado) inmensamente aburrido,,inmensamente aburrido,,,sin prisa,temblando de miedo,preocupado,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,,
10531,1,boredom,aburrimiento,,aburrimiento,,,abarrotes,abortista,acuario,,,,,,,1,,,,3,,,,,,,,,,,,
10533,1,borehole,pozo de perforación,,pozo de perforación,,,precedente,pozole,presidente,,,,,,,1,,,,3,,,,,,,,,,,,
10537,6,boring,aburrido, pesado,,aburrido,,,abortivo,abultado,acérrimo,,,,,,,1,,,,3,,,,,,,,,,,
10539,6,born,nacido; nato,,nacido,,,nativo,nítido,nocivo,,,,,,,1,,,,3,,,,,,,,,,,,
10540,0,born on the wrong side of the blanket,bastardo, hijo ilegítimo,,bastardo,,,darle atole con el dedo,tenedor de libross tenedo,bastardilla,,,,,,,,,,,3,,,,,,,,,,,
10546,8,borne,sostenido,,sostenido,,,sortear,sosegar,sofreír,,,,,,,1,,,,3,,,,,,,,,,,,
10552,1,boron,boro,,boro,,,bono,borde,baronet,,,,,,,1,,,,3,,,,,,,,,,,,
10554,1,borough,distrito municipal,,distrito municipal,,,distrito,distrofia,diatriba,,,,,,,1,,,,3,,,,,,,,,,,,
10555,8,borrow,pedir prestado, tomar prestado; apropiarse de, adoptar,,pedir prestado,,basic verbs,requerir,burlar,pedalear,,,,,,,1,                              ,,20:40.2,3,,,,,,,,,,
10557,1,borrower,prestatario, -ria,,prestatario,,,próstata,presbítero,presteza,,,,,,,,,,,3,,,,,,,,,,,
10569,1,Bosnia,Bosnia,,Bosnia,,,bestia,bisnieto,blindaje,,,,,,,1,,,,3,,,,,,,,,,,,
10570,2,Bosnia#Herzegovina,Bosnia-Herzegovina,,Bosnia-Herzegovina,,,hombre de negocios,bienaventuranzas,contrarrevolución,,,,,,,,,,,3,,,,,,,,,,,,
10571,2,Bosnia-Herzegovina,Bosnia-Herzegovina,,Bosnia-Herzegovina,,,hombre de negocios,bienaventuranzas,contrarrevolución,,,,,,,,,,,3,,,,,,,,,,,,
10572,1,bosom,pecho; pecho, seno; seno,,pecho,,,pechuga,pucho,puchero,,,,,,,1,,,,3,,,,,,,,,,,
10574,0,bosom buddy,amigo del alma,,amigo del alma,,,abrebotellas,adenoides,almohadilla,,,,,,,,,,,3,,,,,,,,,,,,
10578,1,boss,jefe, -fa; patrón, -trona,,jefe,,,jerez,jerga,jeque,,,,,,,1,,,,3,,,,,,,,,,
10586,6,bossy,mandón, autoritario, dominante,,mandón,,,mundano,materno,mendaz,,,,,,,1,,,,3,,,,,,,,,,
10587,1,Boston,Boston,,Boston,,,bastón,boato,bostezo,,,,,,,1,,,,3,,,,,,,,,,,,
10601,1,bot,robot (abrev.), programa que corre automáticamente (inform.),,robot,,,robo,rojo,roble,,,,,,,1,,,,3,,,,,,,,,,,
10605,6,botanical,botánico,,botánico,,,satánico,titánico,bubónico,,,,,,,/b/botani02.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
10606,0,botanical garden,jardín botánico,,jardín botánico,,,jardín de niños,jurisprudencia,faldón bautismal,,,,,,,,,,,3,,,,,,,,,,,,
10607,1,botanist,botánico, -ca,,botánico,,,botánica,botones,botulismo,,,,,,,,,,,3,,,,,,,,,,,
10609,1,botany,botánica,,botánica,,,botánico,botones,botana,,,,,,,1,,,,3,,,,,,,,,,,,
10612,1,botch,chapuza,,chapuza,,,chalupa,chamuco,chancla,,,,,,,1,,,,3,,,,,,,,,,,,
10616,13,both,ambos, los dos,,ambos,,determiner,todo,un,algun,,,,,,,/GetSoundByMelingoID/10616,,,56:34.6,3,,,,,,,,,,,
10618,1,bother,molestia, problemas; molestia, fastidio,,molestia,,,modestia,malestar,molécula,,,,,,,1,,,,3,,,,,,,,,,
10622,6,bothersome,molesto, fastidioso,,molesto,,,molestoso,momentáneo,monástico,,,,,,,1,,,,3,,,,,,,,,,,
10626,1,bottle,botella, frasco,,botella,,at the table,lata,taza,vaso,,,,,,,1,                              ,,47:04.0,3,,,,,,,,,,,
10630,0,bottle green,verde botella,,verde botella,,,azul mar,amarillo sol,azul cielo,,,,,,,,,,07:05.6,0,,,,,,,,,,,,
10635,1,bottled,embotellado, envasado, en botella,,embotellado,,,escotilla,escobilla,embate,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,
10637,1,bottleneck,cuello de botella (en un camino); embotellamiento, atasco (de tráfico); obstáculo,,cuello de botella,,,cumplimiento,celuloide,conglomerado,,,,,,,1,,,,3,,,,,,,,,,,
10641,6,bottom,más bajo, inferior,de abajo,,más bajo,,,mesurado,mojigato,monógamo,,,,,,,1,,,,3,,,,,,,,,,
10646,0,bottom line,(figurado) resultado final,,resultado final,,,resultado,resultante,resplandor,,,,,,,/GetSoundByMelingoID/10646,,,27:08.8,3,,,,,,,,,,,,
10647,8,bottom out,tocar fondo,,tocar fondo,,,perder la gracia,estar al tanto,agotar el dinero,,,,,,,                              ,                              ,,34:01.9,3,,,,,,,,,,,,
10650,6,bottomless,sin fondo, sin límites,,sin fondo,,,siniestro,sanguíneo,sinfónico,,,,,,,1,,,,3,,,,,,,,,,,
10656,1,botulism,botulismo,,botulismo,,,comunismo,fatalismo,idealismo,,,,,,,1,,,,3,,,,,,,,,,,,
10661,1,boudoir,tocador,,tocador,,,tocado,tirador,tocayo,,,,,,,1,,,,3,,,,,,,,,,,,
10666,1,bough,rama,,rama,,,ramaje,ramal,radar,,,,,,,1,,,,3,,,,,,,,,,,,
10667,6,bought,(figurado) comprado, corrupto, sobornado,,corrupto,,,sano,cerrado,herido,,,,,,,,,,23:57.9,2,,,,,,,,,,
10671,1,bouillabaisse,sopa de pescado,,sopa de pescado,,,caña de pescar,incandescencia,flor de Pascua,,,,,,,1,,,,3,,,,,,,,,,,,
10672,1,bouillon,caldo,,caldo,,,calcomanía,caldas,caldera,,,,,,,1,,,,3,,,,,,,,,,,,
10675,1,boulder,canto rodado, roca grande,,canto rodado,,,canto,contorno,cachorro,,,,,,,1,,,,3,,,,,,,,,,,
10681,1,boulevard,bulevar, boulevard,,bulevar,,,bolívar,boletería,balneario,,,,,,,1,,,,3,,,,,,,,,,,
10687,1,bounce,rebote,,rebote,,,robot,rebatiña,rebato,,,,,,,1,,,,3,,,,,,,,,,,,
10689,8,bounce back,(figurado) recuperarse; (correo) rebotar,,recuperarse,,,saltar,retroceder,empezar,,,,,,,,,,48:32.5,2,,,,,,,,,,,,
10690,1,bouncer,portero (de bar o discoteca),,portero,,,sombrero,doctor,borracho,,,,,,,,,,11:51.2,0,,,,,,,,,,,,
10691,6,bouncing,rebotador,,rebotador,,,recatado,redomado,regulador,,,,,,,/b/bounci01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
10693,6,bouncy,vivo, exuberante, animado; elástico, flexible; que rebota (dícese de una pelota),,vivo,,,vigoroso,vivaz,viviente,,,,,,,1,,,,3,,,,,,,,,
10694,6,bound,obligado; encuadernado, empastado; decidido, empeñado,,obligado,,,oblicuo,oblongo,orbital,,,,,,,1,,,,3,,,,,,,,,,
10698,1,boundary,límite, línea divisoria, linde,,límite,,,limitación,limpieza,lamida,,,,,,,1,,,,3,,,,,,,,,,
10699,0,boundary condition,(matemática) condición límite,,(matemática) condición límite,,,darle chicharrón a,antiimperialismo,congestionamiento,,,,,,,,,,,3,,,,,,,,,,,,
10704,6,boundless,sin límites, infinito,,sin límites,,,sinónimo,sintáctico,sintético,,,,,,,1,,,,3,,,,,,,,,,,
10708,6,bounteous,generoso; copioso, abundante,,generoso,,,general,temeroso,genérico,,,,,,,1,,,,3,,,,,,,,,,,
10710,6,bountiful,munificente, pródigo, generoso; copioso, abundante,,munificente,,,convincente,indiferente,municipal,,,,,,,1,,,,3,,,,,,,,,
10712,1,bounty,generosidad, munificencia; recompensa,,generosidad,,,general,género,gemelo,,,,,,,1,,,,3,,,,,,,,,,,
10713,0,bounty hunter,cazador de recompensas, cazarrecompensas,,cazador de recompensas,,,cazador furtivo,canto rodado,colaborador,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,
10714,1,bouquet,ramo, ramillete; bouquet, aroma,,ramo,,,ramiro,rumor,ramaje,,,,,,,1,,,,3,,,,,,,,,,
10717,1,bourbon,bourbon, whisky americano,,bourbon,,,barrio,barítono,beisbol,,,,,,,1,,,,3,,,,,,,,,,,
10721,6,bourgeois,burgués,,burgués,,,bursátil,barbudo,barométrico,,,,,,,1,,,,3,,,,,,,,,,,,
10723,1,bourgeoisie,burguesía,,burguesía,,,biografía,bergantín,bisutería,,,,,,,1,,,,3,,,,,,,,,,,,
10728,1,bourse,bolsa de valores, mercado bursátil,,bolsa de valores,,,bolsa,bolsillo,balsa,,,,,,,1,,,,3,,,,,,,,,,,
10731,1,bout,encuentro, combate (en deportes); ataque (de una enfermedad); período (de actividad),,encuentro,,,encaje,escudo,examen,,,,,,,1,,,,3,,,,,,,,,,,
10732,1,boutique,boutique,,boutique,,,bautismo,bautizo,beatitud,,,,,,,1,,,,3,,,,,,,,,,,,
10741,6,bovine,bovino, vacuno,,bovino,,,bonito,bajito,básico,,,,,,,1,,,,3,,,,,,,,,,,
10745,1,bow,arco, curva; reverencia, inclinación; arco (arma o vara para tocar varios instrumentos de musica); proa (de un barco); lazo, moño,,arco,,,arca,arroz,asco,,,,,,,1,,,,3,,,,,,,,,
10754,8,bowdlerize,expurgar, censurar,,censurar,,,abrir,balancear,castigar,,,,,,,,,,35:26.9,2,,,,,,,,,,,
10755,1,bowel,intestino,,intestino,,,intento,incesto,injerto,,,,,,,1,,,,3,,,,,,,,,,,,
10758,1,bower,enramada,,enramada,,,entidad,enigma,enzima,,,,,,,1,,,,3,,,,,,,,,,,,
10770,1,bowl,tazón, cuenco,,bol,,at the table,bandeja,jarra,olla,,,,,,,1,                              ,,47:39.1,3,,,,,,,,,,,
10775,1,bowler,jugador, -dora de bolos,,jugador,,,jugada,jurado,fumador,,,,,,,1,,,,3,,,,,,,,,,,
10779,1,bowling,bolos,,bolos,,,dardos,billar,poker,,,,,,,1,,,00:03.0,3,,,,,,,,,,,,
10780,0,bowling alley,bolera,,bolera,,,beber a sorbos,boca arriba,bote salvavidas,,,,,,,,,,,3,,,,,,,,,,,,
10788,1,bowsprit,bauprés,,bauprés,,,baterista,bautismo,basurero,,,,,,,/b/bowspr01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
10793,1,box,caja, cajón; compartimento, palco (en el teatro); bofetada, cachetada; boj (planta),,caja,,,cajón,armario,nevera,,,,,,,1,,,29:32.9,3,,,,,,,,,
10808,0,box office,taquilla, boletería,,taquilla,,film,cine,película,cartelera,,,,,,,1,                              ,,34:21.8,3,,,,,,,,,,,
10824,1,boxcar,vagón de carga, furgón,,vagón de carga,,,vagón,varón,vagancia,,,,,,,1,,,,3,,,,,,,,,,,
10825,1,boxer,boxeador, -dora,,boxeador,,,bordado,boniato,boxeo,,,,,,,1,,,,3,,,,,,,,,,,
10834,1,boxing,boxeo,,boxeo,,,boxeador,buceo,bochorno,,,,,,,1,,,,3,,,,,,,,,,,,
10836,0,boxing glove,guante de boxeo,,guante de boxeo,,,guantelete,diente de león,puente aéreo,,,,,,,1,,,,3,,,,,,,,,,,,
10839,1,boxwood,boj,,boj,,,bocadillo,bolsa,bolsillo,,,,,,,1,,,,3,,,,,,,,,,,,
10842,1,boy,chico, muchacho; hijo,,chico,,,chica,anciano,adulto,,,,,,,1,,,29:33.0,3,,,,,,,,,,,
10848,1,boycott,boicot,,boicot,,,borboteo,bricolaje,brécol,,,,,,,1,,,,3,,,,,,,,,,,,
10851,1,boyfriend,amigo; novio,,amigo,,,amigote,aminoácido,amigdalitis,,,,,,,1,,,,3,,,,,,,,,,,,
10852,1,boyhood,niñez,,niñez,,,niñería,niñero,niñada,,,,,,,,,,,3,,,,,,,,,,,,
10853,6,boyish,de niño, juvenil,,de niño,,,desnudo,de nuevo,leonino,,,,,,,,,,,3,,,,,,,,,,,
10868,1,bra,corpiño,,corpiño,,,corro,corte,carpa,,,,,,,1,,,,3,,,,,,,,,,,,
10872,1,brace,abrazadera, refuerzo, soporte; (ortodoncia, dicho en plural) aparatos, frenos; rodillera, codera; llave (signo de puntuación),,refuerzo,,,berrido,derrumbe,pérdida,,,,,,,/GetSoundByMelingoID/10872,,,31:10.2,3,,,,,,,
10877,1,bracelet,brazalete, pulsera,,pulsera,,accessories,collar,colgante,anillo,,,,,,,1,,,05:18.9,3,,,,,,,,,,,
10881,1,braces,aparatos (de ortodoncia),frenos,,aparatos,,,aparato,aparador,apagador,,,,,,,,,,,3,,,,,,,,,,,
10903,1,bracken,helecho,,helecho,,,derecho,desecho,hilacha,,,,,,,1,,,,3,,,,,,,,,,,,
10904,1,bracket,soporte; corchete (marca de puntuación); clase, categoría,,soporte,,,soplete,sopor,deporte,,,,,,,1,,,,3,,,,,,,,,,,
10908,6,brackish,salobre,,salobre,,,salubre,saltarín,soluble,,,,,,,1,,,,3,,,,,,,,,,,,
10915,1,brad,clavo con cabeza pequeña, clavito,,clavo con cabeza pequeña,,,clavo,claxon,clavel,,,,,,,1,,,,3,,,,,,,,,,,
10922,1,brag,alarde, jactancia, fanfarronada,,alarde,,,alarma,acorde,agarre,,,,,,,1,,,,3,,,,,,,,,,
10927,1,braggart,fanfarrón, -rrona; jactancioso, -sa,,fanfarrón,,,fanfarria,fundación,fundición,,,,,,,1,,,,3,,,,,,,,,,
10938,1,braid,trenza,,trenza,,,tienda,tren,tranca,,,,,,,1,,,,3,,,,,,,,,,,,
10944,1,braille,braille,,braille,,,brazalete,artillero,bicicleta,,,,,,,1,,,,3,,,,,,,,,,,,
10947,1,brain,cerebro,,cerebro,,,esófago,hueso,músculo,,,,,,,1,,,29:33.7,3,,,,,,,,,,,,
10950,0,brain damage,daño cerebral,,daño cerebral,,,mano de obra,desesperanza,dar origen a,,,,,,,,,,,3,,,,,,,,,,,,
10951,1,brain death,muerte cerebral,,muerte cerebral,,,puente aéreo,muchedumbre,efervescencia,,,,,,,,,,,3,,,,,,,,,,,,
10952,0,brain drain,(figurado) fuga de cerebros, éxodo de profesionales ,,éxodo de profesionales,,,trasplante cerebral,viaje de negocios,investigación,,,,,,,,,,58:00.2,0,,,,,,,,,,,
10954,0,brain scan,mapeo cerebral,,mapeo cerebral,,,mampostería,mampostero,mantequera,,,,,,,,,,,3,,,,,,,,,,,,
